agente,f_desde,f_hasta,zona,produccion,cartera,canal
1236,16/09/09,05/05/10,Este,6024.07,12078.37,Agente
1237,01/11/04,05/05/10,Norte,984.47,12023.77,Corredor
1238,16/11/95,05/05/10,Castilla,0,12013.74,Corredor
1239,01/06/99,05/05/10,Este,0,12004.52,Corredor
1240,01/01/80,05/05/10,Centro,0,11916.62,Corredor
1241,01/10/06,05/05/10,Canarias,347.4,11888.88,Corredor
1242,01/01/04,05/05/10,Este,0,11871.82,Agente
1243,31/03/10,05/05/10,Castilla,0,11861.9,Corredor
1244,01/01/01,05/05/10,Norte,0,11854.79,Agente
1245,04/06/08,05/05/10,Andalucía,10751.41,11835.84,PropiaParticulares
1246,30/04/93,05/05/10,Andalucía,0,11760.66,Agente
1247,01/08/04,05/05/10,Andalucía,0,11749.93,Agente
1248,30/12/09,05/05/10,Centro,2349.29,11732.31,Corredor
1249,01/04/05,05/05/10,Norte,11675.09,11675.09,Agente
1250,25/02/10,05/05/10,Andalucía,0,11652.92,Agente
1251,01/01/94,05/05/10,Andalucía,0,11633.71,Corredor
1252,01/05/06,05/05/10,Centro,578.82,11629.61,Corredor
1253,02/01/08,05/05/10,Andalucía,6120.62,11611.9,Corredor
1254,15/01/10,05/05/10,Este,7294.69,11605.34,PropiaParticulares
1255,01/07/00,05/05/10,Este,0,11526.36,Corredor
1256,15/01/10,05/05/10,Este,7963.91,11516.89,PropiaParticulares
1257,01/08/06,05/05/10,Centro,372.22,11413.08,Corredor
1258,31/03/10,05/05/10,Centro,9732.58,11320.34,PropiaParticulares
1259,15/01/10,05/05/10,Este,7406.14,11283.85,PropiaParticulares
1260,01/11/03,05/05/10,Este,1904.63,11280.89,Corredor
1261,25/03/87,05/05/10,Andalucía,2285.55,11241.24,Corredor
1262,15/05/04,05/05/10,Castilla,0,11205.76,Agente
1263,03/05/99,05/05/10,Castilla,328.8,11189.9,Agente
1264,15/03/08,05/05/10,Galicia,2098.38,11179.41,Agente
1265,29/01/10,05/05/10,Norte,2747,11176.44,Agente
1266,03/02/10,05/05/10,Este,542.64,11165.05,Corredor
1267,01/03/00,05/05/10,Este,0,11146.42,Corredor
1268,01/07/08,05/05/10,Este,1825.5,11112.77,Agente
1269,20/06/07,05/05/10,Este,0,11098.68,Agente
1270,01/03/93,05/05/10,Este,0,11095.24,Corredor
1271,24/03/10,05/05/10,Norte,1357.84,11052.77,Corredor
1272,30/06/94,05/05/10,Centro,0,11010.96,Agente
1273,01/07/07,05/05/10,Canarias,0,10979.97,Agente
1274,01/07/05,05/05/10,Este,0,10882.52,Agente
1275,01/12/03,05/05/10,Castilla,187.6,10838.26,Corredor
1276,01/09/99,05/05/10,Andalucía,0,10835.63,Agente
1277,01/09/95,05/05/10,Castilla,0,10819.87,Corredor
1278,21/07/09,05/05/10,Castilla,1339.16,10798.87,Corredor
1279,01/01/80,05/05/10,Este,0,10761.54,Agente
1280,07/04/10,05/05/10,Norte,749.06,10731.03,Agente
1281,16/05/09,05/05/10,Norte,2952.76,10717,Corredor
1282,11/12/09,05/05/10,Este,679.24,10706.62,Corredor
1283,11/11/09,05/05/10,Andalucía,289.89,10695.69,Corredor
1284,26/02/10,05/05/10,Norte,10671.16,10671.16,Agente
1285,06/10/09,05/05/10,Este,0,10651.85,Agente
1286,12/05/09,05/05/10,Castilla,0,10650.91,Corredor
1287,01/06/05,05/05/10,Norte,0,10629.34,Corredor
1288,01/07/08,05/05/10,Galicia,7437.66,10554.18,Agente
1289,01/11/02,05/05/10,Este,418.32,10549.81,Corredor
1290,15/01/10,05/05/10,Canarias,9812.59,10475.81,PropiaParticulares
1291,01/10/02,05/05/10,Norte,3747.6,10442.98,Corredor
1292,15/01/10,05/05/10,Galicia,7742.63,10422.4,PropiaEmpresas
1293,16/09/09,05/05/10,Este,4499.91,10394.72,Corredor
1294,30/07/09,05/05/10,Este,0,10365.95,Corredor
1295,01/08/06,05/05/10,Centro,637.74,10363.39,Agente
1296,01/02/06,05/05/10,Andalucía,0,10358.32,Corredor
1297,14/10/98,05/05/10,Centro,1138.25,10351.65,Corredor
1298,07/04/10,05/05/10,Norte,0,10297.01,Corredor
1299,07/04/10,05/05/10,Norte,0,10291.01,Corredor
1300,29/08/09,05/05/10,Este,1637.91,10262.48,Agente
1301,01/09/94,05/05/10,Castilla,0,10253.7,Corredor
1302,01/04/03,05/05/10,Norte,283.06,10195.82,Corredor
1303,16/01/10,05/05/10,SSCC,0,10150.19,Corredor
1304,01/11/01,05/05/10,Centro,341.95,10082.03,Agente
1305,16/07/09,05/05/10,Norte,1236.48,9997.73,Agente
1306,16/01/10,05/05/10,Este,4398.44,9974.03,PropiaParticulares
1307,01/11/97,05/05/10,Andalucía,70.81,9930.27,Corredor
1308,03/07/09,05/05/10,Este,2585.47,9882.75,Agente
1309,01/03/01,05/05/10,Este,1220.91,9870.44,Agente
1310,16/01/10,05/05/10,Este,464.91,9856.8,Agente
1311,01/01/80,05/05/10,Este,0,9839.92,Corredor
1312,01/08/04,05/05/10,Andalucía,0,9787.94,Agente
1313,01/04/01,05/05/10,SSCC,1649.8,9779.66,Corredor
1314,15/01/10,05/05/10,Este,6047.31,9752.87,PropiaParticulares
1315,03/05/07,05/05/10,Este,1800.15,9720.35,Agente
1316,07/04/10,05/05/10,Norte,0,9713.08,Agente
1317,31/03/10,05/05/10,Centro,7852.16,9701.86,PropiaParticulares
1318,01/01/05,05/05/10,Este,0,9641.16,Corredor
1319,28/03/01,05/05/10,Canarias,539.66,9627.93,Agente
1320,01/06/05,05/05/10,Canarias,302.8,9584.36,Agente
1321,20/05/96,05/05/10,Galicia,72.04,9573.15,Corredor
1322,01/12/05,05/05/10,Centro,0,9553.24,Corredor
1323,01/02/07,05/05/10,Norte,1625.17,9548.43,Corredor
1324,03/02/10,05/05/10,Norte,1075.17,9526.44,Corredor
1325,25/02/10,05/05/10,Este,1786.8,9507.26,Corredor
1326,07/04/10,05/05/10,Norte,0,9475.68,Corredor
1327,30/07/09,05/05/10,Este,1241.03,9474.89,Corredor
1328,03/05/99,05/05/10,Andalucía,0,9456.92,Agente
1329,01/07/00,05/05/10,Este,324.88,9456.16,Corredor
1330,01/12/07,05/05/10,Centro,3756.85,9419.14,Corredor
1331,07/04/10,05/05/10,Norte,556.32,9403.3,Corredor
1332,01/07/00,05/05/10,Este,726.35,9398.16,Corredor
1333,03/05/07,05/05/10,Este,0,9375.69,Corredor
1334,07/04/10,05/05/10,Norte,3861.32,9310.7,Corredor
1335,01/10/00,05/05/10,Centro,1844.86,9285.74,Corredor
1336,01/07/00,05/05/10,Este,0,9252.54,Corredor
1337,18/07/02,05/05/10,Castilla,0,9233.41,Corredor
1338,07/04/10,05/05/10,Norte,0,9224.04,Corredor
1339,30/07/09,05/05/10,Este,0,9219.12,Corredor
1340,21/07/09,05/05/10,Este,0,9213.89,Agente
1341,25/07/09,05/05/10,Andalucía,1587.6,9196.31,Corredor
1342,19/01/10,05/05/10,Centro,0,9188.81,Agente
1343,03/05/01,05/05/10,Este,1475.97,9147.37,Corredor
1344,18/09/09,05/05/10,Castilla,1455.67,9138.64,Corredor
1345,18/07/09,05/05/10,Este,0,9113.71,Agente
1346,01/01/86,05/05/10,Andalucía,0,9096.88,Agente
1347,01/11/03,05/05/10,Andalucía,1118,9093.54,Corredor
1348,01/09/05,05/05/10,Castilla,1266.36,9066.89,Corredor
1349,27/11/97,05/05/10,Canarias,0,9007.93,Corredor
1350,01/05/05,05/05/10,Centro,479.55,9002.37,Agente
1351,01/02/08,05/05/10,Norte,2555.46,8985.25,Corredor
1352,15/01/10,05/05/10,Andalucía,1319.49,8976.25,Agente
1353,01/06/01,05/05/10,Galicia,3145.52,8910.58,Corredor
1354,07/04/10,05/05/10,Norte,1772.06,8860.32,Corredor
1355,01/12/04,05/05/10,Centro,1521.94,8846.03,Agente
1356,01/06/98,05/05/10,Este,1849.96,8825.83,Agente
1357,20/11/95,05/05/10,Canarias,0,8738.21,Agente
1358,18/11/98,05/05/10,Centro,0,8718.3,Corredor
1359,01/12/00,05/05/10,Andalucía,0,8655.69,Agente
1360,01/04/04,05/05/10,Norte,1462.01,8640.45,Agente
1361,01/01/92,05/05/10,Este,0,8586.74,Corredor
1362,12/11/09,05/05/10,Este,974.6,8555.12,Corredor
1363,01/04/04,05/05/10,Norte,0,8549.98,Agente
1364,01/06/07,05/05/10,Andalucía,712.56,8541.38,Corredor
1365,14/06/04,05/05/10,Andalucía,678.3,8508.94,Corredor
1366,07/08/09,05/05/10,Andalucía,892.14,8492.66,Corredor
1367,15/01/10,05/05/10,Andalucía,222.8,8465.9,Agente
1368,23/11/04,05/05/10,Este,1096.37,8449.6,Agente
1369,21/01/10,05/05/10,Norte,0,8395.8,Corredor
1370,26/02/10,05/05/10,Norte,8384.58,8384.58,Agente
1371,01/08/03,05/05/10,Norte,0,8376.19,Corredor
1372,01/11/08,05/05/10,Andalucía,7789.82,8337.4,Corredor
1373,01/05/09,05/05/10,Andalucía,507.42,8318.05,Corredor
1374,07/07/07,05/05/10,Andalucía,4127.96,8307.06,PropiaParticulares
1375,03/04/08,05/05/10,Centro,5277.31,8297.05,Oficina
1376,15/01/10,05/05/10,Galicia,7547.39,8281.83,PropiaParticulares
1377,23/07/09,05/05/10,Este,8259.03,8259.03,Corredor
1378,07/04/10,05/05/10,Norte,0,8172.24,Agente
1379,16/03/05,05/05/10,Centro,657.36,8129.6,Corredor
1380,25/03/10,05/05/10,Centro,3530.6,8114.98,Corredor
1381,01/02/05,05/05/10,Andalucía,0,8063.59,Corredor
1382,09/02/10,05/05/10,Galicia,1591.71,8011.59,Corredor
1383,05/12/09,05/05/10,Centro,0,7999.25,Corredor
1384,01/07/01,05/05/10,Andalucía,0,7987.98,Corredor
1385,08/01/10,05/05/10,Andalucía,0,7979.71,Agente
1386,25/02/10,05/05/10,Centro,6572.88,7977.32,PropiaParticulares
1387,01/01/05,05/05/10,Centro,0,7933.59,Corredor
1388,01/05/01,05/05/10,Castilla,0,7908.38,Corredor
1389,01/01/00,05/05/10,Este,0,7843.17,Corredor
1390,01/06/05,05/05/10,Este,0,7812.04,Corredor
1391,15/12/08,05/05/10,Galicia,3018.6,7800.35,Agente
1392,06/11/07,05/05/10,Galicia,548.64,7791.85,Oficina
1393,15/01/10,05/05/10,Norte,0,7779.42,Agente
1394,11/12/09,05/05/10,Andalucía,7565.69,7761.76,PropiaParticulares
1395,06/01/10,05/05/10,Galicia,0,7725.24,Corredor
1396,15/01/10,05/05/10,Este,6791.16,7724.97,PropiaParticulares
1397,01/02/09,05/05/10,Norte,1797.46,7714.83,Agente
1398,15/01/10,05/05/10,Este,1796.65,7592.39,Agente
1399,13/04/10,05/05/10,Este,0,7587.12,Corredor
1400,01/01/86,05/05/10,Andalucía,0,7567.28,Agente
1401,01/01/03,05/05/10,Este,994.78,7554.8,Corredor
1402,02/02/10,05/05/10,Galicia,0,7516.04,Corredor
1403,19/01/10,05/05/10,Andalucía,6965.09,7512.25,PropiaParticulares
1404,01/12/05,05/05/10,Este,993.38,7501.7,Corredor
1405,01/01/86,05/05/10,Centro,0,7468.5,Corredor
1406,04/03/08,05/05/10,Andalucía,4412.96,7445.94,Agente
1407,01/07/00,05/05/10,Este,0,7443.59,Corredor
1408,20/05/08,05/05/10,Canarias,5107.74,7427.71,Agente
1409,01/01/80,05/05/10,Centro,0,7388.88,Corredor
1410,20/01/99,05/05/10,Norte,924.4,7380.21,PropiaParticulares
1411,17/02/10,05/05/10,Galicia,0,7328.96,Corredor
1412,01/09/04,05/05/10,Centro,0,7324.29,Corredor
1413,01/07/00,05/05/10,Este,655.47,7319.41,Corredor
1414,18/09/09,05/05/10,Norte,806.99,7283.33,Corredor
1415,01/04/05,05/05/10,Norte,442.35,7231.54,Agente
1416,07/04/10,05/05/10,Norte,0,7211.98,Agente
1417,07/04/10,05/05/10,Norte,0,7198.92,Corredor
1418,03/05/07,05/05/10,Andalucía,2373.42,7195.38,Agente
1419,01/11/02,05/05/10,Este,1666.55,7171.18,Corredor
1420,15/01/10,05/05/10,Centro,0,7169.69,Corredor
1421,01/06/02,05/05/10,Este,0,7166.79,Corredor
1422,21/07/09,05/05/10,Norte,7083.21,7083.21,Corredor
1423,16/01/10,05/05/10,Centro,3450.3,7061.11,PropiaParticulares
1424,29/12/09,05/05/10,Andalucía,0,7016.65,Agente
1425,07/04/10,05/05/10,Norte,0,7013.97,Corredor
1426,16/05/09,05/05/10,Centro,5004.07,6994.43,Corredor
1427,01/03/00,05/05/10,Este,437.1,6982.07,Corredor
1428,06/08/09,05/05/10,Norte,946.31,6897.53,Agente
1429,01/10/01,05/05/10,Centro,0,6856.32,Corredor
1430,01/12/07,05/05/10,Castilla,0,6841.75,Corredor
1431,29/12/09,05/05/10,Centro,0,6833.66,Agente
1432,21/04/10,05/05/10,Canarias,5721.67,6821.43,PropiaParticulares
1433,31/07/09,05/05/10,Andalucía,0,6816.96,Corredor
1434,01/04/01,05/05/10,Norte,0,6814.94,Corredor
1435,01/09/02,05/05/10,Andalucía,802.83,6806.29,Agente
1436,09/09/09,05/05/10,Andalucía,4268.29,6768.21,PropiaParticulares
1437,01/02/04,05/05/10,Galicia,0,6750.49,Corredor
1438,01/10/07,05/05/10,Este,4561.2,6733.43,Corredor
1439,16/05/09,05/05/10,Galicia,0,6720.16,Corredor
1440,05/08/09,05/05/10,Norte,0,6696.42,Corredor
1441,26/03/07,05/05/10,Este,0,6613.92,Corredor
1442,01/07/00,05/05/10,Este,0,6543.95,Corredor
1443,05/11/09,05/05/10,Andalucía,6108.94,6529.31,PropiaParticulares
1444,06/08/09,05/05/10,Norte,0,6528.55,Agente
1445,20/04/10,05/05/10,Andalucía,5704.59,6498.34,PropiaParticulares
1446,01/04/04,05/05/10,Galicia,1331.31,6491.07,Corredor
1447,01/01/80,05/05/10,Centro,0,6489.67,Corredor
1448,15/12/98,05/05/10,Andalucía,212.44,6442.22,Corredor
1449,15/10/98,05/05/10,Centro,63.83,6431.23,Agente
1450,07/04/10,05/05/10,Norte,0,6428.55,Corredor
1451,01/09/07,05/05/10,Este,145.76,6426.68,Corredor
1452,07/04/10,05/05/10,Norte,76.6,6416.59,Corredor
1453,19/04/95,05/05/10,Andalucía,0,6398.78,Corredor
1454,15/01/10,05/05/10,Norte,863.27,6397.74,Agente
1455,01/07/05,05/05/10,Galicia,0,6393.55,Corredor
1456,24/02/10,05/05/10,Andalucía,6181.98,6384.64,PropiaParticulares
1457,13/03/07,05/05/10,Este,1193.79,6371.89,Corredor
1458,11/12/09,05/05/10,Centro,0,6322.44,Corredor
1459,22/03/07,05/05/10,Galicia,0,6269.67,Corredor
1460,07/04/10,05/05/10,Norte,6229.91,6265.49,PropiaParticulares
1461,07/04/10,05/05/10,Norte,0,6251.13,Corredor
1462,01/02/98,05/05/10,Castilla,0,6247.1,Corredor
1463,01/05/06,05/05/10,Este,415.86,6243.9,Corredor
1464,24/02/10,05/05/10,Centro,110.58,6164.56,Corredor
1465,11/03/10,05/05/10,Norte,1474.24,6161.62,Corredor
1466,25/07/09,05/05/10,Canarias,0,6084.72,Agente
1467,18/11/09,05/05/10,Andalucía,5434.55,6063.83,PropiaParticulares
1468,25/02/10,05/05/10,Andalucía,5150.31,6045.36,PropiaParticulares
1469,01/01/01,05/05/10,Andalucía,974.79,6030.02,Agente
1470,15/01/10,05/05/10,Centro,4548.33,6003.53,PropiaParticulares
1471,04/03/96,05/05/10,Centro,452.48,5977.87,Agente
1472,16/01/10,05/05/10,Andalucía,4075.76,5957,PropiaParticulares
1473,01/01/93,05/05/10,Norte,0,5941.23,Corredor
1474,01/06/98,05/05/10,Este,0,5939.48,Corredor
1475,01/11/02,05/05/10,Centro,0,5922.03,Corredor
1476,07/04/10,05/05/10,Norte,0,5921.28,Corredor
1477,31/03/10,05/05/10,Centro,5069.63,5917.6,PropiaParticulares
1478,07/04/10,05/05/10,Norte,5424.43,5917.04,PropiaParticulares
1479,15/01/10,05/05/10,Canarias,5399.88,5770.72,PropiaParticulares
1480,16/02/10,05/05/10,Este,4916.64,5766.72,PropiaParticulares
1481,15/10/98,05/05/10,Centro,332.3,5756.17,Corredor
1482,17/12/98,05/05/10,Andalucía,0,5746.99,Agente
1483,01/09/05,05/05/10,Norte,0,5732.91,Corredor
1484,15/01/10,05/05/10,Centro,0,5686.68,Corredor
1485,01/08/00,05/05/10,Este,0,5677.39,Corredor
1486,01/07/00,05/05/10,Galicia,0,5664.43,Corredor
1487,02/12/98,05/05/10,Galicia,0,5651.53,Corredor
1488,02/01/94,05/05/10,Castilla,0,5646.93,Corredor
1489,18/09/09,05/05/10,Este,1099.8,5617.14,Corredor
1490,01/07/98,05/05/10,Castilla,0,5606.38,Corredor
1491,07/04/10,05/05/10,Norte,0,5601.6,Corredor
1492,01/06/98,05/05/10,Andalucía,833.58,5594.3,Agente
1493,24/11/08,05/05/10,Norte,3272.67,5501.74,Corredor
1494,03/05/07,05/05/10,Galicia,0,5468.52,Corredor
1495,01/07/08,05/05/10,Galicia,717.01,5457.53,Corredor
1496,01/10/04,05/05/10,Centro,0,5455.99,Corredor
1497,01/09/04,05/05/10,Andalucía,509.95,5431.61,Agente
1498,15/03/04,05/05/10,Andalucía,844.88,5414.66,Agente
1499,01/07/00,05/05/10,Galicia,435.5,5333.45,Corredor
1500,01/06/07,05/05/10,Castilla,210.17,5315.85,Corredor
1501,07/12/98,05/05/10,Andalucía,0,5298.88,Corredor
1502,03/05/07,05/05/10,Galicia,0,5214.6,Corredor
1503,01/12/07,05/05/10,Andalucía,208.2,5213.4,Corredor
1504,01/02/05,05/05/10,Castilla,0,5164.1,Corredor
1505,15/10/98,05/05/10,Centro,0,5163.72,Corredor
1506,01/07/03,05/05/10,Castilla,520.11,5137.83,Corredor
1507,20/12/07,05/05/10,Galicia,0,5132.16,Corredor
1508,01/12/07,05/05/10,Galicia,123.67,5127.91,Oficina
1509,01/12/00,05/05/10,Andalucía,0,5111.34,Corredor
1510,15/01/10,05/05/10,Este,347.17,5111.13,Agente
1511,01/01/05,05/05/10,Este,0,5098.79,Corredor
1512,01/04/01,05/05/10,Norte,3888.18,5075.45,Corredor
1513,01/01/05,05/05/10,Centro,0,5070,Corredor
1514,07/04/10,05/05/10,Norte,0,5045.08,Corredor
1515,28/01/10,05/05/10,Norte,377.64,5030.52,Corredor
1516,01/10/04,05/05/10,Centro,0,5012.5,Corredor
1517,01/09/05,05/05/10,Andalucía,2170.56,4996.08,Agente
1518,11/12/09,05/05/10,Norte,0,4985.36,Corredor
1519,14/03/94,05/05/10,Castilla,487.15,4950.78,Corredor
1520,01/01/99,05/05/10,Castilla,0,4920.56,Corredor
1521,19/12/09,05/05/10,Este,0,4917.6,Corredor
1522,15/10/08,05/05/10,Centro,2448.87,4898.31,Corredor
1523,01/02/00,05/05/10,Canarias,208.58,4893.03,Agente
1524,01/06/07,05/05/10,Castilla,0,4878.93,Agente
1525,01/07/00,05/05/10,Este,0,4857.7,Corredor
1526,07/04/10,05/05/10,Norte,0,4856.4,Corredor
1527,31/03/10,05/05/10,Centro,3976.47,4851.51,PropiaParticulares
1528,03/12/09,05/05/10,Canarias,1781.85,4843.8,Agente
1529,15/01/10,05/05/10,Este,3086.66,4829.86,PropiaParticulares
1530,01/08/00,05/05/10,Andalucía,0,4826.14,Corredor
1531,13/01/10,05/05/10,Este,988.46,4810.46,Corredor
1532,01/04/01,05/05/10,Norte,0,4796.24,Corredor
1533,01/03/08,05/05/10,Norte,1459.43,4790.36,Corredor
1534,01/07/00,05/05/10,Este,0,4760.39,Agente
1535,01/08/00,05/05/10,Este,451.76,4728,Corredor
1536,01/10/04,05/05/10,Centro,0,4715.24,Corredor
1537,01/04/94,05/05/10,Este,0,4698.58,Corredor
1538,01/06/07,05/05/10,Centro,0,4693.44,Corredor
1539,01/04/06,05/05/10,Centro,2810.32,4677.51,Corredor
1540,18/09/09,05/05/10,Norte,0,4629.32,Corredor
1541,27/04/98,05/05/10,Canarias,0,4598.09,Corredor
1542,01/06/99,05/05/10,Este,0,4595.17,Corredor
1543,10/09/92,05/05/10,Canarias,0,4588.36,Agente
1544,01/01/80,05/05/10,Este,0,4572.88,Corredor
1545,30/12/09,05/05/10,Este,4512,4512,Corredor
1546,01/12/05,05/05/10,Este,2416.64,4506.03,Corredor
1547,22/06/09,05/05/10,Andalucía,4503.93,4503.93,PropiaParticulares
1548,01/04/93,05/05/10,Canarias,0,4499.81,Corredor
1549,07/04/10,05/05/10,Norte,0,4450.2,Corredor
1550,01/01/02,05/05/10,Andalucía,52.15,4438.85,Agente
1551,05/11/09,05/05/10,Este,0,4418.69,Agente
1552,15/01/10,05/05/10,Castilla,462.59,4402.42,Corredor
1553,07/04/10,05/05/10,Norte,1390.39,4395.56,Corredor
1554,20/04/10,05/05/10,Andalucía,3859.9,4349.74,PropiaParticulares
1555,01/05/06,05/05/10,Centro,0,4334.16,Agente
1556,01/01/00,05/05/10,Este,0,4332.96,Corredor
1557,20/01/99,05/05/10,Canarias,109.06,4307.14,Agente
1558,01/02/01,05/05/10,Centro,0,4305.95,Corredor
1559,01/01/05,05/05/10,Este,702.91,4299.05,Corredor
1560,15/01/10,05/05/10,Andalucía,4192.74,4268.29,PropiaParticulares
1561,01/11/98,05/05/10,Castilla,0,4265.75,Corredor
1562,15/10/09,05/05/10,Castilla,0,4237.19,Corredor
1563,15/01/10,05/05/10,Galicia,4070.34,4207.76,PropiaParticulares
1564,01/04/04,05/05/10,Norte,0,4206.36,Agente
1565,17/04/10,05/05/10,Centro,0,4190.53,Agente
1566,01/01/05,05/05/10,Centro,0,4181.35,Corredor
1567,16/05/09,05/05/10,Norte,0,4180.86,Corredor
1568,01/07/99,05/05/10,Este,0,4164.09,Corredor
1569,01/01/95,05/05/10,Andalucía,0,4129.32,Corredor
1570,01/12/04,05/05/10,Centro,0,4124.28,Agente
1571,15/01/10,05/05/10,Este,3301.89,4123.65,PropiaParticulares
1572,21/07/09,05/05/10,Galicia,208.2,4112.88,Corredor
1573,30/12/99,05/05/10,Este,0,4104.1,Corredor
1574,15/01/10,05/05/10,Centro,0,4079.86,Agente
1575,01/02/04,05/05/10,Andalucía,335.5,4078.8,Corredor
1576,01/03/02,05/05/10,Este,387.06,4073.22,Agente
1577,17/07/09,05/05/10,Galicia,3605.62,4063.28,Agente
1578,01/07/03,05/05/10,Galicia,367.15,4060.76,Oficina
1579,01/01/98,05/05/10,Canarias,0,4060.41,Corredor
1580,07/04/10,05/05/10,Norte,0,4037.64,Corredor
1581,02/02/10,05/05/10,Andalucía,3917.44,4013.96,PropiaParticulares
1582,01/04/98,05/05/10,Norte,0,4012.12,Corredor
1583,11/12/09,05/05/10,Andalucía,0,4004.99,Agente
1584,01/01/02,05/05/10,Canarias,0,3973.97,Corredor
1585,01/12/99,05/05/10,Este,0,3970.8,Corredor
1586,07/04/10,05/05/10,Norte,831.35,3964.68,Corredor
1587,07/04/10,05/05/10,Norte,806.41,3945.89,Corredor
1588,01/07/06,05/05/10,Norte,1682.24,3924.04,Corredor
1589,01/04/01,05/05/10,Este,0,3922.21,Corredor
1590,18/01/07,05/05/10,Este,886.06,3921.28,Corredor
1591,30/07/09,05/05/10,Centro,1484.92,3911.2,Corredor
1592,14/06/04,05/05/10,Centro,0,3908.64,Agente
1593,07/04/10,05/05/10,Norte,0,3896.68,Corredor
1594,30/07/09,05/05/10,Castilla,0,3844.64,Corredor
1595,20/09/04,05/05/10,Este,0,3798.29,Agente
1596,15/12/08,05/05/10,Norte,3675.76,3762.55,Corredor
1597,01/11/04,05/05/10,Centro,0,3759.19,Corredor
1598,10/11/08,05/05/10,Este,3203.26,3695.72,Corredor
1599,01/07/08,05/05/10,Andalucía,870.84,3628.74,Corredor
1600,17/03/10,05/05/10,Canarias,3053.86,3614.66,PropiaParticulares
1601,15/06/04,05/05/10,Este,0,3594.88,Corredor
1602,10/12/09,05/05/10,Andalucía,0,3589.1,Corredor
1603,15/01/10,05/05/10,Galicia,184.72,3559.56,Corredor
1604,07/04/10,05/05/10,Norte,0,3548.52,Corredor
1605,01/12/03,05/05/10,Galicia,142.26,3508.93,Agente
1606,01/03/02,05/05/10,Este,0,3480.85,Corredor
1607,03/05/00,05/05/10,Este,469.12,3466.18,Agente
1608,01/12/08,05/05/10,Norte,3462.21,3462.21,Corredor
1609,08/11/07,05/05/10,Centro,0,3456.8,Corredor
1610,01/01/00,05/05/10,Este,0,3448.78,Corredor
1611,01/04/05,05/05/10,Norte,64.13,3434.89,Agente
1612,01/01/80,05/05/10,Este,0,3428.69,Corredor
1613,01/03/00,05/05/10,Andalucía,0,3419.42,Corredor
1614,26/03/07,05/05/10,Este,615.33,3407.94,Corredor
1615,02/09/09,05/05/10,Centro,305.53,3404.16,Corredor
1616,03/05/07,05/05/10,Canarias,0,3392.48,Corredor
1617,01/03/04,05/05/10,Andalucía,371.25,3374.92,Corredor
1618,01/12/05,05/05/10,Centro,0,3361.46,PropiaParticulares
1619,15/01/10,05/05/10,Centro,3109.91,3343.16,Corredor
1620,07/04/10,05/05/10,Norte,0,3324.72,Corredor
1621,03/05/00,05/05/10,Andalucía,0,3314.56,Agente
1622,01/02/05,05/05/10,Centro,0,3255.24,Agente
1623,01/12/04,05/05/10,Centro,3252.7,3252.7,Corredor
1624,03/05/00,05/05/10,Este,0,3251.96,Agente
1625,28/01/10,05/05/10,Este,3206.35,3251.12,Corredor
1626,07/04/10,05/05/10,Norte,0,3239.4,Corredor
1627,01/09/06,05/05/10,Andalucía,0,3214.96,PropiaParticulares
1628,14/02/03,05/05/10,Centro,0,3200.82,Corredor
1629,15/01/10,05/05/10,Centro,1046.82,3176.66,PropiaParticulares
1630,01/07/06,05/05/10,Norte,0,3154.9,Corredor
1631,01/02/08,05/05/10,Centro,1794.87,3139.39,Corredor
1632,09/02/99,05/05/10,Centro,1103.63,3137.5,Corredor
1633,07/04/10,05/05/10,Norte,456.36,3137.19,Corredor
1634,20/02/10,05/05/10,Galicia,97.64,3130.22,Agente
1635,26/03/10,05/05/10,Este,0,3129.8,Corredor
1636,26/06/00,05/05/10,Centro,0,3127.56,Corredor
1637,01/02/06,05/05/10,Andalucía,0,3091.56,Agente
1638,01/04/02,05/05/10,Castilla,283,3078.75,Corredor
1639,07/04/10,05/05/10,Norte,0,3073.8,Corredor
1640,30/07/09,05/05/10,Este,1856.81,3050.61,Agente
1641,15/01/10,05/05/10,Andalucía,2572.17,3048.94,PropiaParticulares
1642,01/09/06,05/05/10,Andalucía,0,3011.02,PropiaParticulares
1643,01/03/99,05/05/10,Este,0,2990.48,Corredor
1644,07/04/10,05/05/10,Norte,0,2953.4,Corredor
1645,03/05/00,05/05/10,Andalucía,0,2940.9,Corredor
1646,05/06/09,05/05/10,Galicia,0,2935.02,Corredor
1647,15/01/10,05/05/10,Andalucía,2203.71,2923.64,PropiaParticulares
1648,01/01/85,05/05/10,Centro,0,2905.06,Corredor
1649,01/03/06,05/05/10,Centro,0,2885.08,Corredor
1650,15/01/10,05/05/10,Este,1851.93,2856.74,PropiaParticulares
1651,07/04/10,05/05/10,Norte,0,2845.23,Corredor
1652,25/02/10,05/05/10,Centro,0,2841.46,Agente
1653,01/04/97,05/05/10,Andalucía,1988.75,2817.86,Agente
1654,15/01/10,05/05/10,Este,95.62,2795.94,Agente
1655,01/12/01,05/05/10,Centro,0,2789.44,Agente
1656,16/05/09,05/05/10,Este,0,2781.12,Corredor
1657,15/01/10,05/05/10,Centro,2780.83,2780.83,Corredor
1658,03/05/07,05/05/10,Centro,0,2768.58,Corredor
1659,01/12/03,05/05/10,Este,0,2767.32,Agente
1660,01/12/07,05/05/10,Andalucía,785.36,2759.76,Corredor
1661,15/01/10,05/05/10,Centro,0,2733.66,Corredor
